VAL-3,DAL-0
VAL-5,DAL-5
VAL-2,DAL-0
VAL-8,DAL-7
FLA-1,BOS-2
FLA-2,BOS-3
FLA-0,BOS-2
FLA-2,BOS-3
SFS-3,SHD-2
SFS-0,SHD-1
SFS-2,SHD-0
SFS-2,SHD-1
