PAR-0,ATL-2
PAR-1,ATL-3
PAR-0,ATL-2
PAR-2,ATL-3
FLA-1,HOU-2
FLA-3,HOU-5
FLA-3,HOU-4
FLA-2,HOU-1
SFS-2,WAS-1
SFS-3,WAS-2
SFS-2,WAS-0
SFS-3,WAS-1
SHD-0,DAL-2
SHD-3,DAL-2
SHD-5,DAL-4
SHD-4,DAL-5
SHD-0,DAL-2
