GLA-2,PAR-1
GLA-2,PAR-3
GLA-3,PAR-3
GLA-2,PAR-3
PHI-0,DAL-2
PHI-1,DAL-3
PHI-4,DAL-3
PHI-2,DAL-3
VAN-0,GZC-2
VAN-1,GZC-0
VAN-3,GZC-2
VAN-3,GZC-4
VAN-2,GZC-1
CHD-2,FLA-1
CHD-2,FLA-3
CHD-2,FLA-0
CHD-2,FLA-3
CHD-2,FLA-0
